Date,AAPL,GM,GOOG,PYPL,TSLA
2021-05-11,125.91000366210938,55.72999954223633,2308.760009765625,248.60000610351562,617.2000122070312
2021-05-12,122.7699966430664,53.7599983215332,2239.080078125,239.91000366210938,589.8900146484375
2021-05-13,124.97000122070312,54.599998474121094,2261.969970703125,240.8000030517578,571.6900024414062
2021-05-14,127.44999694824219,56.0,2316.159912109375,246.2899932861328,589.739990234375
2021-05-17,126.2699966430664,56.040000915527344,2321.409912109375,244.36000061035156,576.8300170898438
2021-05-18,124.8499984741211,55.88999938964844,2303.429931640625,243.2100067138672,577.8699951171875
2021-05-19,124.69000244140625,55.529998779296875,2308.7099609375,244.6300048828125,563.4600219726562
2021-05-20,127.30999755859375,55.5099983215332,2356.090087890625,251.5399932861328,586.780029296875
2021-05-21,125.43000030517578,56.720001220703125,2345.10009765625,250.69000244140625,580.8800048828125
2021-05-24,127.0999984741211,56.599998474121094,2406.669921875,257.1700134277344,606.4400024414062
2021-05-25,126.9000015258789,56.7599983215332,2409.070068359375,258.6499938964844,604.6900024414062
2021-05-26,126.8499984741211,58.08000183105469,2433.530029296875,261.3699951171875,619.1300048828125
2021-05-27,125.27999877929688,59.77000045776367,2402.510009765625,259.4700012207031,630.8499755859375
2021-05-28,124.61000061035156,59.310001373291016,2411.56005859375,260.0199890136719,625.219970703125
2021-06-01,124.27999877929688,59.650001525878906,2429.81005859375,259.2699890136719,623.9000244140625
2021-06-02,125.05999755859375,59.650001525878906,2421.280029296875,262.1700134277344,605.1199951171875
2021-06-03,123.54000091552734,63.459999084472656,2404.610107421875,257.7900085449219,572.8400268554688
2021-06-04,125.88999938964844,63.369998931884766,2451.760009765625,263.0400085449219,599.0499877929688
2021-06-07,125.9000015258789,63.22999954223633,2466.090087890625,260.6000061035156,605.1300048828125
2021-06-08,126.73999786376953,63.91999816894531,2482.85009765625,263.1499938964844,603.5900268554688
2021-06-09,127.12999725341797,62.77000045776367,2491.39990234375,263.6000061035156,598.780029296875
2021-06-10,126.11000061035156,61.34000015258789,2521.60009765625,269.4700012207031,610.1199951171875
2021-06-11,127.3499984741211,61.4900016784668,2513.929931640625,271.45001220703125,609.8900146484375
2021-06-14,130.47999572753906,60.790000915527344,2527.0400390625,274.92999267578125,617.6900024414062
2021-06-15,129.63999938964844,60.810001373291016,2520.659912109375,271.8900146484375,599.3599853515625
2021-06-16,130.14999389648438,61.7599983215332,2513.929931640625,268.82000732421875,604.8699951171875
2021-06-17,131.7899932861328,60.08000183105469,2527.419921875,278.1099853515625,616.5999755859375
2021-06-18,130.4600067138672,58.7599983215332,2511.35009765625,283.3800048828125,623.3099975585938
2021-06-21,132.3000030517578,59.29999923706055,2529.10009765625,283.1000061035156,620.8300170898438
2021-06-22,133.97999572753906,59.2400016784668,2539.989990234375,286.75,623.7100219726562
2021-06-23,133.6999969482422,60.119998931884766,2529.22998046875,288.1199951171875,656.5700073242188
2021-06-24,133.41000366210938,60.040000915527344,2545.639892578125,293.2099914550781,679.8200073242188
2021-06-25,133.11000061035156,60.29999923706055,2539.89990234375,289.6000061035156,671.8699951171875
2021-06-28,134.77999877929688,58.63999938964844,2536.389892578125,293.6499938964844,688.719970703125
2021-06-29,136.3300018310547,58.83000183105469,2520.3701171875,292.760009765625,680.760009765625
2021-06-30,136.9600067138672,59.16999816894531,2506.320068359375,291.4800109863281,679.7000122070312
2021-07-01,137.27000427246094,59.11000061035156,2527.3701171875,289.0,677.9199829101562
2021-07-02,139.9600067138672,58.959999084472656,2574.3798828125,290.239990234375,678.9000244140625
2021-07-06,142.02000427246094,57.459999084472656,2595.419921875,292.6400146484375,659.5800170898438
2021-07-07,144.57000732421875,56.59000015258789,2601.550048828125,297.1300048828125,644.6500244140625
2021-07-08,143.24000549316406,56.060001373291016,2583.5400390625,295.04998779296875,652.8099975585938
2021-07-09,145.11000061035156,58.7599983215332,2591.489990234375,300.2099914550781,656.9500122070312
2021-07-12,144.5,58.970001220703125,2611.280029296875,302.9700012207031,685.7000122070312
2021-07-13,145.63999938964844,58.72999954223633,2619.889892578125,301.19000244140625,668.5399780273438
2021-07-14,149.14999389648438,58.0,2641.64990234375,300.75,653.3800048828125
2021-07-15,148.47999572753906,56.95000076293945,2625.330078125,296.510009765625,650.5999755859375
2021-07-16,146.38999938964844,55.459999084472656,2636.909912109375,294.6300048828125,644.219970703125
2021-07-19,142.4499969482422,54.18000030517578,2585.080078125,294.8500061035156,646.219970703125
2021-07-20,146.14999389648438,56.150001525878906,2622.030029296875,298.07000732421875,660.5
2021-07-21,145.39999389648438,57.04999923706055,2652.010009765625,301.7699890136719,655.2899780273438
2021-07-22,146.8000030517578,55.63999938964844,2666.570068359375,303.69000244140625,649.260009765625
2021-07-23,148.55999755859375,54.939998626708984,2756.320068359375,308.5299987792969,643.3800048828125
2021-07-26,148.99000549316406,55.77000045776367,2792.889892578125,306.79998779296875,657.6199951171875
2021-07-27,146.77000427246094,55.0,2735.929931640625,300.4800109863281,644.780029296875
2021-07-28,144.97999572753906,55.4900016784668,2727.6298828125,301.9800109863281,646.97998046875
2021-07-29,145.63999938964844,57.279998779296875,2730.81005859375,283.1700134277344,677.3499755859375
2021-07-30,145.86000061035156,56.84000015258789,2704.419921875,275.5299987792969,687.2000122070312
2021-08-02,145.52000427246094,57.029998779296875,2719.7900390625,270.989990234375,709.6699829101562
2021-08-03,147.36000061035156,57.880001068115234,2725.60009765625,273.5,709.739990234375
2021-08-04,146.9499969482422,52.720001220703125,2720.570068359375,275.5,710.9199829101562
2021-08-05,147.05999755859375,54.439998626708984,2738.800048828125,280.6700134277344,714.6300048828125
2021-08-06,146.13999938964844,55.04999923706055,2740.719970703125,279.5400085449219,699.0999755859375
2021-08-09,146.08999633789062,53.95000076293945,2760.0400390625,278.1499938964844,713.760009765625
